brier,ece,group,mean_confidence,nll,seed,target_subject,temperature
0.7510101838175238,0.046476197222040765,NaiveAug,0.2801858186721802,1.38808274269104,20,5,1.0
0.7517209438421081,0.041233880238400564,SoftWeightArtifactReject_raw,0.28740057349205017,1.3893479108810425,20,5,1.0
0.749862058112183,0.008608327971564411,SWAR_TempScale_SourceVal,0.2620805501937866,1.3859879970550537,20,5,3.0
0.751281621351397,0.04799001953668064,SWAR_LabelSmoothing_eps005,0.28410112857818604,1.3885250091552734,20,5,1.0
0.7509163650898673,0.04545601374573178,SWAR_LabelSmoothing_eps010,0.28156712651252747,1.3878393173217773,20,5,1.0
0.7514583045473915,0.03239522998531659,SWAR_BrierMix_lam005,0.28655004501342773,1.388826608657837,20,5,1.0
0.7514313840027815,0.03546445278657808,SWAR_BrierMix_lam010,0.2860311269760132,1.3887758255004883,20,5,1.0
0.7498706330301472,0.03898328397836951,ArtifactReject_raw,0.2726181447505951,1.3858904838562012,20,5,1.0
0.7503392583164157,0.03368935278720326,NaiveAug,0.27196356654167175,1.3871760368347168,21,5,1.0
0.7504288423563464,0.0025103025966220494,SoftWeightArtifactReject_raw,0.26987141370773315,1.3874776363372803,21,5,1.0
0.7498663861582033,0.014272799094518007,SWAR_TempScale_SourceVal,0.2565605342388153,1.3860529661178589,21,5,3.2
0.7504572201983571,0.015084518326653362,SWAR_LabelSmoothing_eps005,0.26963770389556885,1.3875490427017212,21,5,1.0
0.7503874315496556,0.003008120589786112,SWAR_LabelSmoothing_eps010,0.2703692317008972,1.387368083000183,21,5,1.0
0.7506283263251027,0.007017778025733112,SWAR_BrierMix_lam005,0.2707599997520447,1.3879481554031372,21,5,1.0
0.7508289634216122,0.013750625981224895,SWAR_BrierMix_lam010,0.2709715962409973,1.3884161710739136,21,5,1.0
0.749803377145039,0.02743371658855015,ArtifactReject_raw,0.26770517230033875,1.3860746622085571,21,5,1.0
0.7505131237334779,0.005645719046394045,NaiveAug,0.2722344994544983,1.3874149322509766,22,5,1.0
0.750238510432186,0.017875692496697092,SoftWeightArtifactReject_raw,0.2678215503692627,1.3869324922561646,22,5,1.0
0.749866166218347,0.027400195598602295,SWAR_TempScale_SourceVal,0.2538498044013977,1.3860323429107666,22,5,4.8500000000000005
0.75024798391927,0.02138999063107705,SWAR_LabelSmoothing_eps005,0.2677345871925354,1.3869611024856567,22,5,1.0
0.7501536050912775,0.007456631606651694,SWAR_LabelSmoothing_eps010,0.26780298352241516,1.3867450952529907,22,5,1.0
0.750150639075382,0.01402862825327449,SWAR_BrierMix_lam005,0.2690516412258148,1.386710524559021,22,5,1.0
0.7504057673380968,0.01750435152401525,SWAR_BrierMix_lam010,0.2681542634963989,1.3873244524002075,22,5,1.0
0.7500722192223036,0.015870687448316163,ArtifactReject_raw,0.2668147087097168,1.386614441871643,22,5,1.0
0.740557643706213,0.04068129799432226,NaiveAug,0.30491384863853455,1.368966817855835,20,6,1.0
0.7407540402447493,0.029970538078082937,SoftWeightArtifactReject_raw,0.30765560269355774,1.369249701499939,20,6,1.0
0.7417459673839033,0.05397870070818398,SWAR_TempScale_SourceVal,0.29611092805862427,1.3707808256149292,20,6,1.25
0.7403685668610476,0.027222925590144262,SWAR_LabelSmoothing_eps005,0.30477556586265564,1.3684401512145996,20,6,1.0
0.7395199351356941,0.0270680491295126,SWAR_LabelSmoothing_eps010,0.2991114556789398,1.366690754890442,20,6,1.0
0.7412757690286885,0.03321845374173588,SWAR_BrierMix_lam005,0.30901214480400085,1.3702082633972168,20,6,1.0
0.740838771832268,0.039780950380696206,SWAR_BrierMix_lam010,0.3073924779891968,1.3693616390228271,20,6,1.0
0.7416025906619811,0.04081291415625149,ArtifactReject_raw,0.309712678194046,1.3708128929138184,20,6,1.0
0.7523342261620906,0.057973713924487434,NaiveAug,0.2801959216594696,1.389406681060791,21,6,1.0
0.7528031064251087,0.031933007554875485,SoftWeightArtifactReject_raw,0.2784607708454132,1.390682339668274,21,6,1.0
0.7507613523406731,0.0331819930838214,SWAR_TempScale_SourceVal,0.2658208906650543,1.3874356746673584,21,6,1.8
0.752428563698255,0.03806618994308842,SWAR_LabelSmoothing_eps005,0.27764952182769775,1.3899105787277222,21,6,1.0
0.7523307328214336,0.029951161394516628,SWAR_LabelSmoothing_eps010,0.27647894620895386,1.3898617029190063,21,6,1.0
0.752737078686147,0.022538552681605022,SWAR_BrierMix_lam005,0.27948299050331116,1.3904175758361816,21,6,1.0
0.7526309551768208,0.03968047598997752,SWAR_BrierMix_lam010,0.27926385402679443,1.390156865119934,21,6,1.0
0.7524853006962545,0.022562450522349946,ArtifactReject_raw,0.2760346829891205,1.3900843858718872,21,6,1.0
0.7472027853424184,0.039443921504749194,NaiveAug,0.2874354422092438,1.3786697387695312,22,6,1.0
0.7448031556300001,0.03863531930579078,SoftWeightArtifactReject_raw,0.28203749656677246,1.3747438192367554,22,6,1.0
0.7448687442765753,0.01710605062544344,SWAR_TempScale_SourceVal,0.28689444065093994,1.3745125532150269,22,6,0.9
0.7444687083399194,0.0184708387694425,SWAR_LabelSmoothing_eps005,0.2814517021179199,1.374004602432251,22,6,1.0
0.7449895136839808,0.02563377842307093,SWAR_LabelSmoothing_eps010,0.2811828851699829,1.3750094175338745,22,6,1.0
0.7443805375927719,0.04109709989279509,SWAR_BrierMix_lam005,0.283284991979599,1.3737136125564575,22,6,1.0
0.7449423250208936,0.01132765081193714,SWAR_BrierMix_lam010,0.28172576427459717,1.374861717224121,22,6,1.0
