acc,artifact_reject_percentile,brier,ece,group,kappa,macro_f1,mean_confidence,n_train,nll,score_variant,seed,source_val_n,subject_wise_std,target_subject,temperature,w_min,worst_subject_acc
0.2534722222222222,10.0,0.7514313840027815,0.03546445278657808,SWAR_BrierMix_lam010,0.004629629629629613,0.14870863039920104,0.2860311269760132,182,1.3887758255004883,artifact_gate_content_rank,20,452,0.05355602853255061,5,1.0,0.2,0.2523148148148148
0.23958333333333334,10.0,0.7498706330301472,0.03898328397836951,ArtifactReject_raw,-0.013888888888888876,0.15411720062882855,0.2726181447505951,182,1.3858904838562012,artifact_gate_content_rank,20,452,0.053001015935766484,5,1.0,0.2,0.25810185185185186
0.24305555555555555,10.0,0.7503392583164157,0.03368935278720326,NaiveAug,-0.009259259259259264,0.17613095130843198,0.27196356654167175,200,1.3871760368347168,artifact_gate_content_rank,21,452,0.05436241396039374,5,1.0,0.2,0.2523148148148148
0.2673611111111111,10.0,0.7504288423563464,0.0025103025966220494,SoftWeightArtifactReject_raw,0.02314814814814814,0.20311879138958477,0.26987141370773315,182,1.3874776363372803,artifact_gate_content_rank,21,452,0.050692871979754625,5,1.0,0.2,0.25115740740740744
0.2708333333333333,10.0,0.7498663861582033,0.014272799094518007,SWAR_TempScale_SourceVal,0.027777777777777752,0.19158836864264886,0.2565605342388153,182,1.3860529661178589,artifact_gate_content_rank,21,452,0.05381756226089645,5,3.2,0.2,0.2488425925925926
0.2847222222222222,10.0,0.7504572201983571,0.015084518326653362,SWAR_LabelSmoothing_eps005,0.04629629629629628,0.2217725616904253,0.26963770389556885,182,1.3875490427017212,artifact_gate_content_rank,21,452,0.05222681932196023,5,1.0,0.2,0.2488425925925926
0.2673611111111111,10.0,0.7503874315496556,0.003008120589786112,SWAR_LabelSmoothing_eps010,0.02314814814814814,0.19421680113504014,0.2703692317008972,182,1.387368083000183,artifact_gate_content_rank,21,452,0.05978569138367008,5,1.0,0.2,0.24537037037037038
0.2777777777777778,10.0,0.7506283263251027,0.007017778025733112,SWAR_BrierMix_lam005,0.037037037037037056,0.21436396727750112,0.2707599997520447,182,1.3879481554031372,artifact_gate_content_rank,21,452,0.054004384088899224,5,1.0,0.2,0.2465277777777778
0.2847222222222222,10.0,0.7508289634216122,0.013750625981224895,SWAR_BrierMix_lam010,0.04629629629629628,0.22297403201168892,0.2709715962409973,182,1.3884161710739136,artifact_gate_content_rank,21,452,0.05355602853255061,5,1.0,0.2,0.2523148148148148
0.2951388888888889,10.0,0.749803377145039,0.02743371658855015,ArtifactReject_raw,0.060185185185185196,0.2333375216115154,0.26770517230033875,182,1.3860746622085571,artifact_gate_content_rank,21,452,0.053001015935766484,5,1.0,0.2,0.25810185185185186
0.2743055555555556,10.0,0.7505131237334779,0.005645719046394045,NaiveAug,0.03240740740740744,0.2071421756437235,0.2722344994544983,200,1.3874149322509766,artifact_gate_content_rank,22,452,0.05436241396039374,5,1.0,0.2,0.2523148148148148
0.2777777777777778,10.0,0.750238510432186,0.017875692496697092,SoftWeightArtifactReject_raw,0.037037037037037056,0.21843520936158284,0.2678215503692627,182,1.3869324922561646,artifact_gate_content_rank,22,452,0.050692871979754625,5,1.0,0.2,0.25115740740740744
0.28125,10.0,0.749866166218347,0.027400195598602295,SWAR_TempScale_SourceVal,0.041666666666666664,0.2100597777845024,0.2538498044013977,182,1.3860323429107666,artifact_gate_content_rank,22,452,0.05381756226089645,5,4.8500000000000005,0.2,0.2488425925925926
0.28125,10.0,0.75024798391927,0.02138999063107705,SWAR_LabelSmoothing_eps005,0.041666666666666664,0.22528054207716358,0.2677345871925354,182,1.3869611024856567,artifact_gate_content_rank,22,452,0.05222681932196023,5,1.0,0.2,0.2488425925925926
0.2673611111111111,10.0,0.7501536050912775,0.007456631606651694,SWAR_LabelSmoothing_eps010,0.02314814814814814,0.2034443802279922,0.26780298352241516,182,1.3867450952529907,artifact_gate_content_rank,22,452,0.05978569138367008,5,1.0,0.2,0.24537037037037038
