target_subject,seed,aug_type,n,reject_rate,mean_artifact_risk,mean_content_score
109,23,bad_artifact,10,0.5,1084.6507202148437,0.8795918405056
109,23,bad_content,10,0.0,0.2670494019985199,0.5775510251522065
109,23,bad_physio,10,0.0,1.3005132019519805,0.29183673933148385
109,23,clean,20,0.0,273.78935089111326,0.3755102033726871
109,24,bad_artifact,10,0.5,1001.3964385986328,0.8918367385864258
109,24,bad_content,10,0.0,0.23743729665875435,0.4938775561749935
109,24,bad_physio,10,0.0,1.015144455432892,0.4285714291036129
109,24,clean,20,0.0,259.89818344116213,0.34285714393481614
90,20,bad_artifact,10,0.5,1689.3318634033203,0.9061224520206451
90,20,bad_content,10,0.0,0.16371236816048623,0.4265306182205677
90,20,bad_physio,10,0.0,2.0793139576911925,0.37755102310329675
90,20,clean,20,0.0,278.0886940002441,0.3948979591950774
90,21,bad_artifact,10,0.5,2386.170056152344,0.8612244963645935
90,21,bad_content,10,0.0,0.23843394322320818,0.5918367311358452
90,21,bad_physio,10,0.0,1.810562515258789,0.3244897959753871
90,21,clean,20,0.0,264.2795440673828,0.3612244941294193
90,22,bad_artifact,10,0.5,1817.7374145507813,0.8306122500449419
90,22,bad_content,10,0.0,0.2277747943997383,0.5061224512755871
90,22,bad_physio,10,0.0,1.6969331622123718,0.3632653059437871
90,22,clean,20,0.0,281.3601234436035,0.4000000022351742
90,23,bad_artifact,10,0.5,1097.123046875,0.840816330909729
90,23,bad_content,10,0.0,0.13941678632982074,0.38979591950774195
90,23,bad_physio,10,0.0,1.9551633179187775,0.36938775796443224
90,23,clean,20,0.0,277.4336563110352,0.45000000167638066
90,24,bad_artifact,10,0.5,1014.6850646972656,0.9061224520206451
90,24,bad_content,10,0.0,0.32698083091527225,0.37346938997507095
90,24,bad_physio,10,0.0,1.7258907675743103,0.3734693890437484
90,24,clean,20,0.0,263.33019027709963,0.4234693903476
91,20,bad_artifact,10,0.5,1699.9002319335937,0.8673469424247742
91,20,bad_content,10,0.0,0.15685976496897638,0.551020410656929
91,20,bad_physio,10,0.0,1.5344240248203278,0.37346939332783224
91,20,clean,20,0.0,279.66020584106445,0.35408163266256454
91,21,bad_artifact,10,0.5,2402.0769622802736,0.8020408183336258
91,21,bad_content,10,0.0,0.17162566529586912,0.5693877592682839
91,21,bad_physio,10,0.0,1.4403820753097534,0.3734693877398968
91,21,clean,20,0.0,265.8931228637695,0.377551023196429
91,22,bad_artifact,10,0.5,1831.684716796875,0.8612244963645935
91,22,bad_content,10,0.0,0.32561823572032156,0.6428571403026581
91,22,bad_physio,10,0.0,1.8309223890304565,0.2612244913354516
91,22,clean,20,0.0,283.5479141235352,0.3673469418659806
91,23,bad_artifact,10,0.5,1105.0026489257812,0.8857142925262451
91,23,bad_content,10,0.0,0.2702679458074272,0.5979591898620129
91,23,bad_physio,10,0.0,1.559181308746338,0.3306122425943613
91,23,clean,20,0.0,278.8767883300781,0.3428571433760226
91,24,bad_artifact,10,0.5,1026.6343017578124,0.9000000059604645
91,24,bad_content,10,0.0,0.4107689569471404,0.5755102038383484
91,24,bad_physio,10,0.0,1.46731538772583,0.37346938345581293
91,24,clean,20,0.0,265.76807022094727,0.32551020924001933
92,20,bad_artifact,10,0.5,1686.366958618164,0.9040816366672516
92,20,bad_content,10,0.0,0.2579789630835876,0.5489795984700322
92,20,bad_physio,10,0.0,0.9870555460453033,0.3632653057575226
92,20,clean,20,0.0,277.91209106445314,0.34183673541992904
92,21,bad_artifact,10,0.5,2377.903112792969,0.8918367445468902
92,21,bad_content,10,0.0,0.06027854605345055,0.5632653072476387
92,21,bad_physio,10,0.0,1.0422260463237762,0.37755101416260006
92,21,clean,20,0.0,263.1000267028809,0.3336734728887677
92,22,bad_artifact,10,0.5,1811.0219451904297,0.8755102097988129
92,22,bad_content,10,0.0,0.1310645514866337,0.5061224527657032
92,22,bad_physio,10,0.0,1.0505338728427887,0.34897959157824515
92,22,clean,20,0.0,280.5576431274414,0.3846938787959516
92,23,bad_artifact,10,0.5,1098.7104919433593,0.8877551078796386
92,23,bad_content,10,0.0,0.20913416636176407,0.4244897961616516
92,23,bad_physio,10,0.0,0.9615996837615967,0.42244897671043874
