target_subject,seed,n_candidates,threshold_percentile,artifact_threshold,reject_rate,clean_reject_rate,bad_artifact_reject_rate,bad_content_reject_rate,bad_physio_reject_rate,rejected_clean_fraction,rejected_bad_artifact_fraction,kept_bad_artifact_rate,mean_content_rejected,mean_content_kept,delta_macro_f1_softar_vs_softweight,delta_bacc_softar_vs_softweight,delta_ece_softar_vs_softweight,delta_macro_f1_softar_vs_naive,delta_macro_f1_softar_vs_artifactreject
103,21,50,80.0,348.8551330566409,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8591836780309677,0.4102040834259242,0.02677832919768397,0.02777777777777779,-0.006550950663430394,0.02677832919768397,0.02677832919768397
103,22,50,80.0,362.9955017089849,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8387755200266838,0.41530612292699515,0.0,0.0,-0.010628400530133891,0.03110902255639092,0.03110902255639092
103,23,50,80.0,379.52491455078194,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8857142925262451,0.4035714298021048,0.027821939586645583,0.02777777777777779,-0.06496579561914717,-0.054769409608119046,-0.054769409608119046
103,24,50,80.0,324.86359863281274,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.897959190607071,0.4005102052818984,-0.027486367946894075,-0.02777777777777779,-0.00832839097295493,-0.001029601029600924,-0.001029601029600924
104,20,50,80.0,340.2991943359377,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.902040821313858,0.3994897976052016,-0.06860850998782042,-0.0625,-0.02513234643265605,-0.06860850998782042,0.0
104,21,50,80.0,339.5151855468753,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.863265311717987,0.40918367500416936,0.0,0.0,-0.008667954243719578,0.0,0.0
104,22,50,80.0,357.13422851562547,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8897959232330322,0.40255102212540805,0.0,0.0,0.006153631955385208,-0.02802802802802795,-0.02802802802802795
104,23,50,80.0,368.0867065429694,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8734693944454193,0.40663265432231127,-0.06151960784313726,-0.0625,0.061153069138526917,0.0625,0.0625
104,24,50,80.0,316.1331970214846,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8938775539398194,0.4015306144487113,0.0,0.0,0.03277861326932907,-0.03054453452935435,-0.03054453452935435
105,20,50,80.0,337.08474121093775,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8857142865657807,0.40357143129222095,0.0,0.0,0.0002196601458958336,0.02861811391223157,0.02861811391223157
105,21,50,80.0,340.65447387695343,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8918367385864258,0.4020408182870597,0.05756578947368418,0.05882352941176472,0.022638520172664087,0.05756578947368418,0.028665028665028625
105,22,50,80.0,352.1906372070317,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8673469454050065,0.40816326658241453,0.0,0.0,-0.02550030265535627,0.0,0.0
105,23,50,80.0,368.1498901367194,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8714285790920258,0.40714285816065965,0.05818360657070343,0.05882352941176472,0.033962585244859955,0.0,0.0
105,24,50,80.0,313.98484497070336,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8938775539398194,0.4015306144487113,0.0,0.0,-0.014857213837759828,-0.05733005733005736,-0.028805543511425835
106,20,50,80.0,348.057263183594,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8918367385864258,0.4020408182870597,0.0,0.0,-0.018682235479354853,0.0012168012168012332,0.0012168012168012332
106,21,50,80.0,345.5615966796878,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8448979616165161,0.4137755125295371,-0.0296486325898091,-0.03125,0.047947660940034026,0.03055088581404375,0.0
106,22,50,80.0,357.2562316894536,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9040816366672516,0.3989795937668532,-0.033753854779927095,-0.03125,0.02785269149712155,0.024579478553406142,-0.008278255110779065
106,23,50,80.0,377.33607177734444,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8877551078796386,0.40306122596375643,-0.027250635803267476,-0.03125,-0.05317441821098326,0.0,0.030315153670416817
106,24,50,80.0,320.2020690917971,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9081632733345032,0.3979591846000403,0.0,0.0,0.002994119269507267,0.05718954248366026,0.05718954248366026
107,20,50,80.0,345.59263305664086,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9000000059604645,0.40000000144354997,-0.03399215026633029,-0.03125,0.01161835704530989,-0.04953379953379955,-0.04953379953379955
107,21,50,80.0,346.02302856445345,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8408163338899612,0.4147959194611758,0.0,0.0,0.01390158363751004,-0.03267451640033647,-0.05887300252312877
107,22,50,80.0,360.0175903320317,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8816326558589935,0.4045918389689177,-0.025658816932996764,-0.026315789473684292,0.05011327649865838,0.033214185590131784,0.033214185590131784
107,23,50,80.0,375.30335693359444,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8795918405056,0.40510204280726614,0.0,0.0,0.010415755850928243,0.0,-0.02768142474024815
107,24,50,80.0,324.0362731933596,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.902040821313858,0.3994897976052016,0.0,0.0,-0.040938047000340094,-0.02768142474024815,-0.02768142474024815
108,20,50,80.0,344.375036621094,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8938775539398194,0.4015306144487113,0.0,0.0,0.0628039811338697,0.0,-0.03213484721054105
108,21,50,80.0,349.15436401367214,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8551020473241806,0.41122449110262094,-0.02673815531258772,-0.02777777777777779,-0.04145999891417368,0.08097870597870593,0.10866013071895408
108,22,50,80.0,359.57201538085985,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8755102038383484,0.40612245197407904,0.0,0.0,-0.003400088208062313,0.027250635803267476,0.027250635803267476
108,23,50,80.0,378.2971557617194,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7795918375253678,0.4301020435523242,-0.031120760959470584,-0.02941176470588236,0.035161800895418455,0.0,0.0
108,24,50,80.0,325.39790039062524,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8877551078796386,0.40306122596375643,0.0,0.0,0.01476567217281885,0.032497283446050074,0.05944702442380456
109,20,50,80.0,343.59336547851586,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8918367385864258,0.4020408182870597,0.0,0.0,-0.01105103322437831,0.027821939586645583,0.027821939586645583
109,21,50,80.0,347.13060913085974,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.883673471212387,0.4040816351305693,0.0,0.0,-0.02164549231529239,0.0,0.0
109,22,50,80.0,358.1118164062505,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9081632733345032,0.3979591846000403,0.03153195488721805,0.02614379084967311,-0.045959213801792714,0.0,0.0
109,23,50,80.0,372.4489746093757,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8795918405056,0.40510204280726614,0.0,0.0,-0.010119291714259515,1.1102230246251565e-16,0.028291316526610655
109,24,50,80.0,317.45180053710965,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8918367385864258,0.4020408182870597,0.0,0.0,0.002809894936425361,0.0,0.0
90,20,50,80.0,346.543005371094,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9061224520206451,0.39846938992850484,0.0,0.0,0.0007618214402879964,-0.02937222509590942,-0.02937222509590942
90,21,50,80.0,346.72122802734407,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8612244963645935,0.40969387884251773,-0.028102969279439893,-0.0277777777777779,-0.0305492333003453,-0.026111354384599106,0.12838468720821672
90,22,50,80.0,361.34711914062547,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8306122500449419,0.41734694042243065,0.0,0.0,0.047254717350006095,0.028478057889822606,-0.028664799253034556
90,23,50,80.0,375.5701904296882,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.840816330909729,0.41479592020623385,0.0,0.0,-0.008974167278834752,0.0,0.0
90,24,50,80.0,323.09047851562525,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9061224520206451,0.39846938992850484,0.0,0.0,0.023399848597390305,0.0,-0.0015350877192982226
91,20,50,80.0,349.67767944335964,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8673469424247742,0.40816326732747255,0.0,0.0,-0.00820220538548061,0.0,0.0
91,21,50,80.0,350.05623168945345,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8020408183336258,0.4244897983502597,0.0,0.0,0.0033829637936183266,0.02781749369217834,0.02781749369217834
91,22,50,80.0,365.697680664063,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8612244963645935,0.40969387884251773,0.0,0.0,0.04978958708899364,-0.027616342344695455,-0.027616342344695455
91,23,50,80.0,379.71234130859443,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8857142925262451,0.4035714298021048,0.0,0.0,-0.00630166190011161,0.03105550883095043,0.03105550883095043
91,24,50,80.0,326.19761352539086,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9000000059604645,0.40000000144354997,0.0,0.0,0.018653845787048345,0.0,0.0
92,20,50,80.0,344.50129394531274,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9040816366672516,0.3989795937668532,0.0007740447957839125,0.0027272727272726893,0.004762040807845758,0.021604801340826207,0.0
92,21,50,80.0,348.26645507812526,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8918367445468902,0.40204081679694353,0.0,0.0,0.022540509066683145,0.0,0.0
92,22,50,80.0,358.7834533691411,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8755102097988129,0.4061224504839629,0.0,0.0,-0.048887325094101264,0.0,-0.02312872312872316
92,23,50,80.0,376.8403564453132,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8877551078796386,0.40306122596375643,0.021121418264275382,0.020000000000000018,0.020724212869684733,0.0,0.021121418264275382
92,24,50,80.0,320.38926391601586,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9000000059604645,0.40000000144354997,0.022282710386714033,0.022727272727272707,-0.023261145074316786,0.022282710386714033,0.022282710386714033
93,20,50,80.0,333.40518798828145,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9061224520206451,0.39846938992850484,0.0,0.0,-0.015112778118678505,0.0,0.0
93,21,50,80.0,340.9058288574222,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8306122481822967,0.41734694088809193,0.025119147743201564,0.02941176470588225,-0.009472012945583863,0.0,0.0
93,22,50,80.0,353.46671752929734,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8897959232330322,0.40255102212540805,0.0,0.0,-0.02180325218609397,0.020238095238095166,0.021642096642096598
93,23,50,80.0,363.35942382812567,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8755102097988129,0.4061224504839629,0.0,0.0,-0.0064486537660871646,-0.005242856607871715,-0.005242856607871715
93,24,50,80.0,312.6422058105471,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.897959190607071,0.4005102052818984,0.0,0.0,-0.010958031245640432,-0.057189542483660094,-0.08613445378151269
94,20,50,80.0,345.1335388183596,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8897959232330322,0.40255102212540805,0.0,0.0,0.0009713939258030324,0.0,0.0
94,21,50,80.0,348.7581604003909,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8306122459471226,0.41734694144688544,0.09497223206900629,0.08823529411764719,-0.07576073748724804,0.1644860515828257,0.03068651778329201
94,22,50,80.0,361.7930236816411,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9040816366672516,0.3989795937668532,0.025909842845326714,0.02777777777777779,-0.03742989216532028,0.0,0.0
94,23,50,80.0,378.4177246093757,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8551020503044129,0.4112244903575629,0.0,0.0,0.023446805136544374,0.029227088050617467,0.029227088050617467
94,24,50,80.0,322.51743164062526,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9061224520206451,0.39846938992850484,0.0,0.0,-0.08789252298218864,0.0,0.03269053626496832
95,20,50,80.0,349.13193359375026,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8959183752536773,0.4010204091202468,0.023874704107262223,0.02777777777777779,-0.02520946179117478,0.0,0.0
95,21,50,80.0,350.98144531250034,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8122448980808258,0.42193877841345967,-0.028851540616246396,-0.02777777777777768,0.009908401114600035,1.1102230246251565e-16,0.028291316526610655
95,22,50,80.0,367.2814086914068,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8367346994578838,0.41581632806919516,0.0,0.0,-0.020303647858755908,0.09836474952754015,0.04473340557361549
95,23,50,80.0,378.7919799804695,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8040816366672516,0.42397959376685324,0.0,0.0,-0.030107644626072516,-0.030079421526789885,-0.030079421526789885
95,24,50,80.0,325.77951660156276,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.902040821313858,0.3994897976052016,0.0,0.0,-0.025483193567820944,0.0,0.0
96,20,50,80.0,351.24228515625026,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8938775599002838,0.40153061295859516,0.028431372549019618,0.02777777777777768,0.01658819913864136,0.028431372549019618,0.05718954248366015
96,21,50,80.0,349.02152709960967,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7897959221154451,0.4275510224048048,0.0,0.0,-0.01938043066433498,-0.02838468720821674,-0.02838468720821674
96,22,50,80.0,365.3064147949224,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8775510251522064,0.4056122466456145,0.0,0.0,-0.03859348211969649,0.0,0.0
96,23,50,80.0,378.8764648437507,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8673469424247742,0.40816326732747255,0.029607957239536242,0.02941176470588236,0.04195479410035269,0.05733005733005747,0.028102969279439893
96,24,50,80.0,325.460290527344,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9040816366672516,0.3989795937668532,0.0,0.0,0.0065968453884125144,0.02937222509590931,0.0
97,20,50,80.0,343.55215454101585,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8918367385864258,0.4020408182870597,-0.030079421526790107,-0.02941176470588236,0.013767143658229286,0.0,0.0
97,21,50,80.0,346.16659545898466,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8673469424247742,0.40816326732747255,0.0,0.0,-0.02594990474837172,-0.027821939586645583,0.0
97,22,50,80.0,359.49958496093797,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8285714346915484,0.417857144260779,0.0,0.0,-0.013142830984933046,0.0,0.0
97,23,50,80.0,374.12973632812566,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8571428596973419,0.41071428800933063,0.028102969279439893,0.02941176470588247,0.04077039701598037,0.028102969279439893,0.05733005733005736
97,24,50,80.0,321.0648742675784,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9061224520206451,0.39846938992850484,0.0,0.0,-0.011551807607923237,-0.02772210009052123,-0.02772210009052123
98,20,50,80.0,324.6314880371096,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8857142865657807,0.40357143129222095,-0.023994093761535717,-0.02777777777777779,-0.03474065831729345,0.048809523809523636,0.01595179014533843
98,21,50,80.0,325.2159423828128,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8469387769699097,0.4132653086911887,-0.02819794584500457,-0.02941176470588247,0.02548205511910573,0.05714285714285722,0.028991596638655526
98,22,50,80.0,339.8495117187505,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9,0.4000000029336661,0.029367602897014677,0.02777777777777768,0.04180365715708051,0.0,-0.02880485527544341
98,23,50,80.0,355.6490356445319,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8673469424247742,0.40816326732747255,0.0,0.0,0.040983186023575924,0.0,0.0
98,24,50,80.0,300.8262634277346,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.902040821313858,0.3994897976052016,0.0,0.0,0.027113372513226153,0.0,0.0
99,20,50,80.0,347.716638183594,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8836734771728516,0.40408163364045324,0.0,0.0,0.023940021651131738,-0.05372807017543857,-0.08484883113490915
99,21,50,80.0,346.63082885742216,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7693877596408129,0.4326530630234629,-0.057189542483660094,-0.057189542483660205,-0.026287888629095923,-0.057189542483660094,-0.028991596638655526
99,22,50,80.0,362.30606689453174,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8163265356794,0.42091836901381613,0.0,0.0,-0.012160374437059696,0.0,0.0
99,23,50,80.0,377.3588012695319,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8653061270713807,0.408673471165821,0.0,0.0,0.011691655431474934,0.028944911297852483,0.028944911297852483
99,24,50,80.0,323.9400207519534,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9081632733345032,0.3979591846000403,0.00730434274480507,-0.0016339869281045694,0.05870770301137654,0.09075682382133993,0.057899090157154665
