target_subject,seed,group,n_support,n_aug_total,n_aug_kept,rejected_ratio,mean_aug_weight_all,mean_aug_weight_kept,sum_aug_weight_kept,sum_weight_per_candidate,CE_real,CE_aug_raw,CE_aug_weighted,final_train_loss,artifact_threshold,mean_v2_gamma,v2_prior_agreement_rate,v2_proto_agreement_rate,v2_both_agreement_rate,tf_supervised_ratio,tf_consistency_ratio,tf_quarantine_ratio,fold_score_nan_inf_count,fold_covariance_nan_inf_count,accuracy,balanced_accuracy,macro_f1,kappa,auroc,nll,ece,brier,class_0_accuracy,class_0_f1,class_1_accuracy,class_1_f1
101,22,SAS-Cert-TFConsistency_v0,10,60,26,0.5666666666666667,0.4333333373069763,1.0,26.0,0.43333333333333335,nan,nan,nan,nan,2.2076524496078496,0.8525851368904114,1.0,1.0,1.0,0.15,0.2833333333333333,0.5666666666666667,0,0,0.9714285714285714,0.9722222222222222,0.9714285714285714,0.9429037520391517,1.0,0.09376965019178349,0.07536028112683978,0.05031093582510948,1.0,0.9714285714285714,0.9444444444444444,0.9714285714285714
101,23,RealOnly_LS010,10,60,0,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,3.5560345888137816,0.8300273418426514,0.9833333492279053,0.9666666388511658,0.9666666388511658,0.13333333333333333,0.16666666666666666,0.7,0,0,0.9714285714285714,0.9705882352941176,0.9713349713349714,0.9427168576104746,1.0,0.08406912995930878,0.04829315287726266,0.04462204501032829,0.9411764705882353,0.9696969696969697,1.0,0.972972972972973
101,23,NaiveTF-Aug_LS010,10,60,60,0.0,1.0,1.0,60.0,1.0,0.24584394693374634,0.27107933163642883,0.27107933163642883,0.5169233083724976,3.5560345888137816,0.8300273418426514,0.9833333492279053,0.9666666388511658,0.9666666388511658,0.13333333333333333,0.16666666666666666,0.7,0,0,0.9714285714285714,0.9705882352941176,0.9713349713349714,0.9427168576104746,1.0,0.07134208970297146,0.058973959514072964,0.03294394910335541,0.9411764705882353,0.9696969696969697,1.0,0.972972972972973
101,23,AugMixTF_LS010,10,60,60,0.0,1.0,1.0,60.0,0.0,nan,nan,nan,nan,3.5560345888137816,0.8300273418426514,0.9833333492279053,0.9666666388511658,0.9666666388511658,0.13333333333333333,0.16666666666666666,0.7,0,0,0.9714285714285714,0.9705882352941176,0.9713349713349714,0.9427168576104746,1.0,0.05488542329654409,0.04103727170399257,0.0299259964376688,0.9411764705882353,0.9696969696969697,1.0,0.972972972972973
101,23,SAS-Cert-TFConsistency_v0,10,60,18,0.7,0.30000001192092896,1.0,18.0,0.3,nan,nan,nan,nan,3.5560345888137816,0.8300273418426514,0.9833333492279053,0.9666666388511658,0.9666666388511658,0.13333333333333333,0.16666666666666666,0.7,0,0,0.9142857142857143,0.9150326797385621,0.9142857142857143,0.8287112561174552,0.9934640522875817,0.1681675282338452,0.09230082716260637,0.09356177598237991,0.9411764705882353,0.9142857142857143,0.8888888888888888,0.9142857142857143
101,24,RealOnly_LS010,10,60,0,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,3.03779456615448,0.8601335287094116,1.0,1.0,1.0,0.13333333333333333,0.31666666666666665,0.55,0,0,0.9714285714285714,0.9705882352941176,0.9713349713349714,0.9427168576104746,0.9934640522875817,0.09707353916686197,0.0520933781351362,0.05896760895848274,0.9411764705882353,0.9696969696969697,1.0,0.972972972972973
101,24,NaiveTF-Aug_LS010,10,60,60,0.0,1.0,1.0,60.0,1.0,0.25697219371795654,0.2592301368713379,0.2592301368713379,0.5162023305892944,3.03779456615448,0.8601335287094116,1.0,1.0,1.0,0.13333333333333333,0.31666666666666665,0.55,0,0,0.9714285714285714,0.9705882352941176,0.9713349713349714,0.9427168576104746,0.9934640522875817,0.08485352067504817,0.046074432986123216,0.0503828339278698,0.9411764705882353,0.9696969696969697,1.0,0.972972972972973
101,24,AugMixTF_LS010,10,60,60,0.0,1.0,1.0,60.0,0.0,nan,nan,nan,nan,3.03779456615448,0.8601335287094116,1.0,1.0,1.0,0.13333333333333333,0.31666666666666665,0.55,0,0,0.9714285714285714,0.9705882352941176,0.9713349713349714,0.9427168576104746,0.9967320261437909,0.07984825892945664,0.0348437854221889,0.044880833476781845,0.9411764705882353,0.9696969696969697,1.0,0.972972972972973
101,24,SAS-Cert-TFConsistency_v0,10,60,27,0.55,0.44999998807907104,1.0,27.0,0.45,nan,nan,nan,nan,3.03779456615448,0.8601335287094116,1.0,1.0,1.0,0.13333333333333333,0.31666666666666665,0.55,0,0,0.9428571428571428,0.9411764705882353,0.9424342105263158,0.8852459016393442,1.0,0.11579301159157294,0.052646740845271524,0.07377824932336807,0.8823529411764706,0.9375,1.0,0.9473684210526316
102,20,RealOnly_LS010,10,60,0,1.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,2.589672040939338,0.6972677707672119,0.8166666626930237,0.800000011920929,0.800000011920929,0.13333333333333333,0.3,0.5666666666666667,0,0,0.7428571428571429,0.7401960784313726,0.7394540942928038,0.48275862068965514,0.7712418300653595,1.3655726180139809,0.2482743467603411,0.4925975203514099,0.6470588235294118,0.7096774193548386,0.8333333333333334,0.7692307692307692
