acc,ece,group,kappa,macro_f1,n_train,nll,seed,shadow_diagnostic,target_subject
0.3819444444444444,0.11476989100790685,SASCertSoftWeight,0.1759259259259259,0.3542987820046394,200,1.3649449348449707,22,1,1
0.3576388888888889,0.08772115657726924,ArtifactReject,0.14351851851851852,0.3215932549419104,182,1.367226481437683,22,1,1
0.3368055555555556,0.06987482806046805,SoftWeightArtifactReject,0.11574074074074077,0.3238475034822672,182,1.364732027053833,22,1,1
0.2604166666666667,0.056906976685341865,NoAug,0.013888888888888914,0.19001148705096071,20,1.4471102952957153,20,0,2
0.2534722222222222,0.055624788213107325,NaiveAug,0.004629629629629613,0.21383232816740447,200,1.4272534847259521,20,0,2
0.2361111111111111,0.11367588764470488,Random50,-0.018518518518518528,0.14405863270455366,110,1.452863335609436,20,0,2
0.2673611111111111,0.04386813255647819,SASCertTop50,0.02314814814814814,0.2012470207694927,110,1.4433923959732056,20,0,2
0.25,0.049388912351181105,SASCertSoftWeight,0.0,0.23905243620621874,200,1.429874062538147,20,1,2
0.25,0.06473319858519566,ArtifactReject,0.0,0.16269707316982596,182,1.4261351823806763,20,1,2
0.2708333333333333,0.049836300727393895,SoftWeightArtifactReject,0.027777777777777752,0.24358622181741113,182,1.4301320314407349,20,1,2
0.22916666666666666,0.08976545738470224,NoAug,-0.02777777777777779,0.15929197112102153,20,1.425285816192627,21,0,2
0.2465277777777778,0.10244308254267606,NaiveAug,-0.004629629629629613,0.12215018405084793,200,1.439146637916565,21,0,2
0.24305555555555555,0.07329895414618982,Random50,-0.009259259259259264,0.15901981230448384,110,1.420526385307312,21,0,2
0.2465277777777778,0.0694008881950544,SASCertTop50,-0.004629629629629613,0.16369451444078312,110,1.4119616746902466,21,0,2
0.2604166666666667,0.07285587660347422,SASCertSoftWeight,0.013888888888888914,0.12671919770773638,200,1.4267897605895996,21,1,2
0.25,0.09819772040160993,ArtifactReject,0.0,0.1625915750915751,182,1.4402436017990112,21,1,2
0.2361111111111111,0.08449894445948304,SoftWeightArtifactReject,-0.018518518518518528,0.17584634056565296,182,1.4307026863098145,21,1,2
0.2569444444444444,0.06329231440193123,NoAug,0.009259259259259226,0.18008964451286813,20,1.4117531776428223,22,0,2
0.2569444444444444,0.06949258921667933,NaiveAug,0.009259259259259226,0.13500086251509402,200,1.413246750831604,22,0,2
0.2326388888888889,0.0787423057999048,Random50,-0.02314814814814814,0.16385622704680142,110,1.440561056137085,22,0,2
0.2465277777777778,0.07247271192156605,SASCertTop50,-0.004629629629629613,0.17877668308702793,110,1.424129605293274,22,0,2
0.23958333333333334,0.05255072895023558,SASCertSoftWeight,-0.013888888888888876,0.18504876466917117,200,1.4138725996017456,22,1,2
0.2673611111111111,0.03411273999760549,ArtifactReject,0.02314814814814814,0.2106974404415769,182,1.4133790731430054,22,1,2
0.25,0.04481481527909637,SoftWeightArtifactReject,0.0,0.15435490435490434,182,1.4062905311584473,22,1,2
0.3611111111111111,0.08561234569383992,NoAug,0.14814814814814814,0.3445597639462916,20,1.35336434841156,20,0,3
0.3333333333333333,0.09354638556639354,NaiveAug,0.11111111111111109,0.26186595756847947,200,1.3569566011428833,20,0,3
0.2916666666666667,0.03457322302791807,Random50,0.05555555555555558,0.17708333333333331,110,1.3742108345031738,20,0,3
0.3194444444444444,0.04207562437901894,SASCertTop50,0.09259259259259256,0.254183129664516,110,1.3577487468719482,20,0,3
0.3333333333333333,0.0703847506083548,SASCertSoftWeight,0.11111111111111109,0.2865762524127337,200,1.3536756038665771,20,1,3
0.3402777777777778,0.07694993887303606,ArtifactReject,0.12037037037037039,0.3030596947306859,182,1.3559789657592773,20,1,3
0.3333333333333333,0.06961525842133495,SoftWeightArtifactReject,0.11111111111111109,0.2877531995878224,182,1.3548063039779663,20,1,3
0.3819444444444444,0.1012804624107149,NoAug,0.1759259259259259,0.35326183994081484,20,1.3405691385269165,21,0,3
